LLM,topic,experiment,if_base,稳态轮次,达成共识轮次,共识观点,末轮观点分布,ave_opinion,agent1_posi,agent1_negi,agent1_poss,agent1_negs,agent2_posi,agent2_negi,agent2_poss,agent2_negs,agent3_posi,agent3_negi,agent3_poss,agent3_negs,agent4_posi,agent4_negi,agent4_poss,agent4_negs,agent5_posi,agent5_negi,agent5_poss,agent5_negs,agent6_posi,agent6_negi,agent6_poss,agent6_negs,rumor,truth,ave_Ip,ave_In,ave_Sp,ave_Sn,max_Ip,max_In,max_Sp,max_Sn
Qwen3.5-Flash,5,20,0,10,11,FALSE,-1_0_1,0.166666667,0,0,0,0,0,0,-0.161505583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161505583,0,0,0,4,6,0.026917597,0,-0.026917597,0,0.161505583,0,0,0
Qwen3.5-Flash,5,21,0,8,11,FALSE,-1_0_1,0.333333333,0.810728464,0,0,0,0.11628402,0,-0.694444444,0,0,0,0,0,0,0,-0.232568039,0,0,0,0,0,0,0,0,0,5,1,0.154502081,0,-0.154502081,0,0.810728464,0,0,0
Qwen3.5-Flash,5,22,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
Qwen3.5-Flash,5,23,0,5,11,FALSE,-1_0_1,0.166666667,0,0,0,0,0,0,-0.401877572,0,0.401877572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.066979595,0,-0.066979595,0,0.401877572,0,0,0
Qwen3.5-Flash,5,24,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0
Qwen3.5-Flash,5,25,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0
Qwen3.5-Flash,5,26,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
Qwen3.5-Flash,5,27,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0
Qwen3.5-Flash,5,28,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0
Qwen3.5-Flash,5,29,0,3,11,FALSE,-1_0_1,0,0,0,-0.694444444,-0.578703704,0,0.144675926,0,0,0,0.144675926,0,0,0.694444444,0,0,0,0,0.144675926,0,0,0,0.144675926,0,0,6,4,0.115740741,0.096450617,-0.115740741,-0.096450617,0.694444444,0.144675926,0,0
Qwen3.5-Flash,5,30,0,1,11,FALSE,-1_0_1,0.166666667,0,0,0,0,0,0,-0.833333333,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,6,5,0.138888889,0,-0.138888889,0,0.833333333,0,0,0
Qwen3.5-Flash,6,-4,1,3,11,FALSE,polar,0.666666667,2.052469136,0,0,0,0.385802469,0,-0.833333333,0,0,0,-0.578703704,0,0.385802469,0,-0.833333333,0,0,0,-0.578703704,0,0,0,0,0,6,1,0.470679012,0,-0.470679012,0,2.052469136,0,0,0
Qwen3.5-Flash,6,-3,1,4,11,FALSE,polar,0.333333333,0.507973251,0,-0.833333333,0,1.341306584,0,0,0,0.160751029,0,-0.694444444,0,0,0,-0.482253086,0,0,0,0,-0.833333333,0,0.833333333,0,0,6,2,0.335005144,0.138888889,-0.335005144,-0.138888889,1.341306584,0.833333333,0,0
Qwen3.5-Flash,6,-2,1,2,11,FALSE,polar,0.666666667,0,0,-0.694444444,0,0.462962963,0,-0.833333333,0,2.12962963,0,0,0,0.462962963,0,-0.833333333,0,0,0,-0.694444444,0,0,0,0,0,6,3,0.509259259,0,-0.509259259,0,2.12962963,0,0,0
Qwen3.5-Flash,6,-1,1,4,11,FALSE,polar,0.666666667,0.610853909,0,-0.694444444,0,0,0,-0.482253086,0,0,0,-0.482253086,0,1.305298354,0,0,0,0.321502058,0,-0.578703704,0,0,0,0,0,6,4,0.372942387,0,-0.372942387,0,1.305298354,0,0,0
Qwen3.5-Flash,6,0,1,3,11,FALSE,polar,0.666666667,0,0,-0.578703704,0,0.385802469,0,-0.694444444,0,0,0,-0.578703704,0,0.385802469,0,-0.694444444,0,1.774691358,0,0,0,0,0,0,0,6,5,0.424382716,0,-0.424382716,0,1.774691358,0,0,0
Qwen3.5-Flash,6,1,0,4,11,FALSE,polar,0.666666667,0,0,0,0,1.478909465,0,0,0,0.321502058,0,-0.578703704,0,0,0,-0.482253086,0,0.321502058,0,-0.578703704,0,0,0,-0.482253086,0,1,2,0.353652263,0,-0.353652263,0,1.478909465,0,0,0
Qwen3.5-Flash,6,2,0,9,11,FALSE,-1_0_1,0.5,0,0,0,0,0,0,0,0,0.78284676,0,0,0,0,0,-0.193806699,0,0.204143057,0,-0.578703704,0,0.064602233,0,-0.279081647,0,1,3,0.175265342,0,-0.175265342,0,0.78284676,0,0,0
Qwen3.5-Flash,6,3,0,8,11,FALSE,-1_0_1,0.333333333,0,0,0,0,0,0,0,0,0,0,-0.232568039,0,0.598537106,0,0,0,0,0,0,0,0.11628402,0,-0.482253086,0,1,4,0.119136854,0,-0.119136854,0,0.598537106,0,0,0
Qwen3.5-Flash,6,4,0,4,11,FALSE,polar,0.666666667,0,0,0,0,0.321502058,0,-0.694444444,0,0,0,-0.482253086,0,0.66872428,0,-0.833333333,0,1.502057613,0,0,0,0,0,-0.482253086,0,1,5,0.415380658,0,-0.415380658,0,1.502057613,0,0,0
Qwen3.5-Flash,6,5,0,6,11,FALSE,-1_0_1,0.5,0,0,0,0,0,0,-0.334897977,0,0.111632659,0,-0.401877572,0,0.111632659,0,-0.401877572,0,0,0,0,0,0.915387803,0,0,0,1,6,0.18977552,0,-0.18977552,0,0.915387803,0,0,0
Qwen3.5-Flash,6,6,0,9,11,FALSE,-1_0_1,0.333333333,0.791347794,0,0,0,0,0,0,0,0,0,-0.193806699,0,0.09690335,0,-0.694444444,0,0,0,0,0,0,0,0,0,2,1,0.148041857,0,-0.148041857,0,0.791347794,0,0,0
Qwen3.5-Flash,6,7,0,4,11,FALSE,polar,0.666666667,0,0,-0.482253086,0,0,0,0,0,1.556712963,0,0,0,0.72337963,0,-0.833333333,0,0,0,-0.482253086,0,0,0,-0.482253086,0,2,3,0.380015432,0,-0.380015432,0,1.556712963,0,0,0
Qwen3.5-Flash,6,8,0,5,11,FALSE,-1_0_1,0.5,0,0,-0.401877572,0,0,0,0,0,0.133959191,0,-0.482253086,0,1.069530178,0,0,0,0,0,0,0,0.375085734,0,-0.694444444,0,2,4,0.26309585,0,-0.26309585,0,1.069530178,0,0,0
Qwen3.5-Flash,6,9,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
Qwen3.5-Flash,6,10,0,4,11,FALSE,-1_0_1,0.5,0,0,-0.482253086,0,0,0,0,0,0.482253086,0,-0.578703704,0,0,0,-0.482253086,0,0,0,0,0,1.06095679,0,0,0,2,6,0.257201646,0,-0.257201646,0,1.06095679,0,0,0
Qwen3.5-Flash,6,11,0,6,11,FALSE,-1_0_1,0.166666667,0.334897977,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.334897977,0,0,0,0,0,0,0,0,0,3,1,0.055816329,0,-0.055816329,0,0.334897977,0,0,0
Qwen3.5-Flash,6,12,0,9,11,FALSE,-1_0_1,0.5,0,0,-0.193806699,0,0.959985464,0,0,0,0,0,0,0,0.265541019,0,-0.694444444,0,0.064602233,0,-0.401877572,0,0,0,0,0,3,2,0.215021453,0,-0.215021453,0,0.959985464,0,0,0
Qwen3.5-Flash,6,13,0,7,11,FALSE,polar,0.666666667,0.230521441,0,-0.694444444,0,0,0,-0.279081647,0,0,0,0,0,1.411076996,0,0,0,0.577743663,0,-0.833333333,0,0.069770412,0,-0.482253086,0,3,4,0.381518752,0,-0.381518752,0,1.411076996,0,0,0
Qwen3.5-Flash,6,14,0,5,11,FALSE,polar,0.666666667,0,0,-0.401877572,0,0.100469393,0,-0.482253086,0,0,0,0,0,0.582722479,0,-0.578703704,0,1.161426183,0,0,0,0.100469393,0,-0.482253086,0,3,5,0.324181241,0,-0.324181241,0,1.161426183,0,0,0
Qwen3.5-Flash,6,15,0,7,11,FALSE,polar,0.666666667,0.069770412,0,-0.482253086,0,0,0,-0.279081647,0,0,0,0,0,0.230521441,0,-0.578703704,0,0.519873292,0,-0.833333333,0,1.353206626,0,0,0,3,6,0.362228628,0,-0.362228628,0,1.353206626,0,0,0
Qwen3.5-Flash,6,16,0,4,11,FALSE,polar,0.666666667,1.502057613,0,0,0,0.321502058,0,-0.694444444,0,0,0,-0.482253086,0,0,0,0,0,0.66872428,0,-0.833333333,0,0,0,-0.482253086,0,4,1,0.415380658,0,-0.415380658,0,1.502057613,0,0,0
Qwen3.5-Flash,6,17,0,3,11,FALSE,polar,0.666666667,0.144675926,0,-0.694444444,0,1.672453704,0,0,0,0.83912037,0,-0.833333333,0,0,0,0,0,0,0,-0.578703704,0,0.144675926,0,-0.694444444,0,4,2,0.466820988,0,-0.466820988,0,1.672453704,0,0,0
Qwen3.5-Flash,6,18,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0
Qwen3.5-Flash,6,19,0,3,11,FALSE,polar,0.666666667,0.376157407,0,-0.833333333,0,0.376157407,0,-0.833333333,0,0.144675926,0,-0.694444444,0,0,0,0,0,2.042824074,0,0,0,0,0,-0.578703704,0,4,5,0.489969136,0,-0.489969136,0,2.042824074,0,0,0
Qwen3.5-Flash,6,20,0,10,11,FALSE,polar,0.666666667,0.040376396,0,-0.482253086,0,0.040376396,0,-0.482253086,0,0,0,-0.161505583,0,0,0,0,0,0.522629482,0,-0.578703704,0,1.101333186,0,0,0,4,6,0.284119243,0,-0.284119243,0,1.101333186,0,0,0
Qwen3.5-Flash,6,21,0,3,11,FALSE,-1_0_1,0.166666667,0.578703704,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.578703704,0,0,0,0,0,0,0,0,0,5,1,0.096450617,0,-0.096450617,0,0.578703704,0,0,0
Qwen3.5-Flash,6,22,0,10,11,FALSE,polar,0.666666667,0,0,-0.161505583,0,0.636060667,0,0,0,0.040376396,0,-0.193806699,0,0.234183095,0,-0.401877572,0,0,0,0,0,0.040376396,0,-0.193806699,0,5,2,0.158499426,0,-0.158499426,0,0.636060667,0,0,0
Qwen3.5-Flash,6,23,0,6,11,FALSE,-1_0_1,0.5,0.111632659,0,-0.401877572,0,0,0,0,0,1.007015889,0,0,0,0,0,-0.334897977,0,0,0,0,0,0.312571445,0,-0.694444444,0,5,3,0.238536666,0,-0.238536666,0,1.007015889,0,0,0
Qwen3.5-Flash,6,24,0,3,11,FALSE,-1_0_1,0.166666667,0,0,-0.578703704,0,0,0,0,0,0,0,0,0,0.578703704,0,0,0,0,0,0,0,0,0,0,0,5,4,0.096450617,0,-0.096450617,0,0.578703704,0,0,0
Qwen3.5-Flash,6,25,0,6,11,FALSE,-1_0_1,0.5,0.352759202,0,-0.833333333,0,0,0,0,0,0.111632659,0,-0.482253086,0,0,0,-0.334897977,0,0,0,0,0,1.186092535,0,0,0,5,6,0.275080733,0,-0.275080733,0,1.186092535,0,0,0
Qwen3.5-Flash,6,26,0,9,11,FALSE,polar,0.666666667,0.809166227,0,0,0,0.125974355,0,-0.401877572,0,0.048451675,0,-0.232568039,0,0,0,-0.193806699,0,0.326913141,0,-0.482253086,0,0,0,0,0,6,1,0.218417566,0,-0.218417566,0,0.809166227,0,0,0
Qwen3.5-Flash,6,27,0,5,11,FALSE,-1_0_1,0.5,0.401877572,0,-0.833333333,0,1.235210905,0,0,0,0,0,0,0,0,0,-0.401877572,0,0,0,-0.401877572,0,0,0,0,0,6,2,0.27284808,0,-0.27284808,0,1.235210905,0,0,0
Qwen3.5-Flash,6,28,0,9,11,FALSE,polar,0.666666667,0,0,-0.193806699,0,0.450329247,0,-0.482253086,0,0.932582333,0,0,0,0.048451675,0,-0.401877572,0,0.048451675,0,-0.401877572,0,0,0,0,0,6,3,0.246635822,0,-0.246635822,0,0.932582333,0,0,0
Qwen3.5-Flash,6,29,0,9,11,FALSE,polar,0.666666667,0.125974355,0,-0.334897977,0,0.048451675,0,-0.232568039,0,0,0,-0.193806699,0,1.126756676,0,0,0,0.293423343,0,-0.833333333,0,0,0,0,0,6,4,0.265767675,0,-0.265767675,0,1.126756676,0,0,0
Qwen3.5-Flash,6,30,0,7,11,FALSE,-1_0_1,0.5,0.334153759,0,-0.833333333,0,0.093027216,0,-0.482253086,0,0,0,0,0,0,0,-0.279081647,0,1.167487092,0,0,0,0,0,0,0,6,5,0.265778011,0,-0.265778011,0,1.167487092,0,0,0
Qwen3.5-35B-A3B,1,-4,1,1,11,FALSE,0_1,0.166666667,0.166666667,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0,0,0,-0.833333333,0,6,1,0.138888889,0,-0.138888889,0,0.166666667,0,0,0
Qwen3.5-35B-A3B,1,-3,1,1,11,FALSE,0_1,0.333333333,0.166666667,0,0,0,1,0,0,0,0.166666667,0,-0.833333333,0,0.166666667,0,0,0,0.166666667,0,0,0,0,0,-0.833333333,0,6,2,0.277777778,0,-0.277777778,0,1,0,0,0
Qwen3.5-35B-A3B,1,-2,1,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,-1,1,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,0,1,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,1,0,4,11,FALSE,-1_0_1,0.166666667,0,0,0,0,0.482253086,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.482253086,0,0,0,0,0,1,2,0.080375514,0,-0.080375514,0,0.482253086,0,0,0
Qwen3.5-35B-A3B,1,2,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,3,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,4,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,5,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,6,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,7,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,8,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,9,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,10,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,11,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,12,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,13,0,10,11,FALSE,0_1,0.166666667,0.032301117,0,0,0,0.032301117,0,0,0,0,0,-0.161505583,0,0.032301117,0,0,0,0.032301117,0,0,0,0.032301117,0,0,0,3,4,0.026917597,0,-0.026917597,0,0.032301117,0,0,0
Qwen3.5-35B-A3B,1,14,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,15,0,1,11,FALSE,0_1,0.166666667,0.166666667,0,0,0,0.166666667,0,0,0,0,0,-0.833333333,0,0.166666667,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0,3,6,0.138888889,0,-0.138888889,0,0.166666667,0,0,0
Qwen3.5-35B-A3B,1,16,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,17,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,18,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,19,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,20,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,21,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,22,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,23,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,24,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,25,0,7,11,FALSE,-1_0_1,0.166666667,0,0,0,0,0,0,0,0,0,0,-0.279081647,0,0,0,0,0,0,0,0,0,0.279081647,0,0,0,5,6,0.046513608,0,-0.046513608,0,0.279081647,0,0,0
Qwen3.5-35B-A3B,1,26,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,27,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,28,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,29,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,1,30,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,2,-4,1,7,7,1,consistent,1,1.112540009,0,0,0,0.194705218,0,-0.334897977,0,0.138888889,0,-0.279081647,0,0.533836305,0,-0.578703704,0,0.292709762,0,-0.482253086,0,0.055816329,0,-1.029342421,0,6,1,0.388082752,0,-0.450713139,0,1.112540009,0,0,0
Qwen3.5-35B-A3B,2,-3,1,9,9,1,consistent,1,0.166666667,0,-0.193806699,0,0.993255787,0,0,0,0.156010846,0,-0.279081647,0,0.156010846,0,-0.279081647,0,0.156010846,0,-0.279081647,0,0,0,-1.027140033,0,6,2,0.271325832,0,-0.343031946,0,0.993255787,0,0,0
Qwen3.5-35B-A3B,2,-2,1,7,7,1,consistent,1,0.230587831,0,-0.482253086,0,0.174771501,0,-0.279081647,0,1.648607789,0,0,0,0.351151102,0,-0.578703704,0,0.815274456,0,-0.833333333,0,0.176379601,0,-1.22340051,0,6,3,0.566128713,0,-0.566128713,0,1.648607789,0,0,0
Qwen3.5-35B-A3B,2,-1,1,5,5,1,consistent,1,0.293616122,0,-0.401877572,0,0.494554908,0,-0.578703704,0,0.373991637,0,-0.482253086,0,1.328294488,0,0,0,0.687456143,0,-0.694444444,0,0.741062243,0,-1.761696734,0,6,4,0.65316259,0,-0.65316259,0,1.328294488,0,0,0
Qwen3.5-35B-A3B,2,0,1,3,3,1,consistent,1,0.293616122,0,-0.578703704,0,0.409356863,0,-0.694444444,0,0.409356863,0,-0.694444444,0,0.872319826,0,-0.833333333,0,1.999269282,0,0,0,0.578703704,0,-1.761696734,0,6,5,0.76043711,0,-0.76043711,0,1.999269282,0,0,0
Qwen3.5-35B-A3B,2,1,0,9,11,FALSE,0_1,0.166666667,0,0,-0.193806699,0,0.03876134,0,0,0,0.03876134,0,0,0,0.03876134,0,0,0,0.03876134,0,0,0,0.03876134,0,0,0,1,2,0.032301117,0,-0.032301117,0,0.03876134,0,0,0
Qwen3.5-35B-A3B,2,2,0,9,11,FALSE,0_1,0.5,0,0,-0.409714355,0,0.058530622,0,0,0,0.599314331,0,0,0,0.117061244,0,-0.482253086,0,0.058530622,0,0,0,0.058530622,0,0,0,1,3,0.14866124,0,-0.14866124,0,0.599314331,0,0,0
Qwen3.5-35B-A3B,2,3,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,2,4,0,7,11,FALSE,-1_0_1,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.279081647,0,0.279081647,0,0,0,0,0,0,0,1,5,0.046513608,0,-0.046513608,0,0.279081647,0,0,0
Qwen3.5-35B-A3B,2,5,0,2,11,FALSE,0_1,0.5,0.347222222,0,-1.761696734,0,0.293616122,0,0,0,0.293616122,0,-0.694444444,0,0.293616122,0,0,0,0.293616122,0,0,0,0.934454467,0,0,0,1,6,0.409356863,0,-0.409356863,0,0.934454467,0,0,0
Qwen3.5-35B-A3B,2,6,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,2,7,0,8,11,FALSE,0_1,0.166666667,0.046513608,0,0,0,0,0,-0.232568039,0,0.046513608,0,0,0,0.046513608,0,0,0,0.046513608,0,0,0,0.046513608,0,0,0,2,3,0.03876134,0,-0.03876134,0,0.046513608,0,0,0
Qwen3.5-35B-A3B,2,8,0,9,11,FALSE,0_1,0.333333333,0.138888889,0,-0.193806699,0,0,0,-0.694444444,0,0.138888889,0,0,0,0.332695588,0,0,0,0.138888889,0,0,0,0.138888889,0,0,0,2,4,0.148041857,0,-0.148041857,0,0.332695588,0,0,0
Qwen3.5-35B-A3B,2,9,0,10,11,FALSE,0_1,0.833333333,0.121369098,0,0,0,0.133403611,0,-0.849583687,0,0.161745494,0,-0.279081647,0,0.376141808,0,-0.694444444,0,1.070586252,0,0,0,0.121369098,0,-0.161505583,0,2,5,0.330769227,0,-0.330769227,0,1.070586252,0,0,0
Qwen3.5-35B-A3B,2,10,0,8,8,1,consistent,1,0.584605253,0,-0.694444444,0,0.638211353,0,-1.761696734,0,0.34012973,0,-0.334897977,0,0.423854224,0,-0.482253086,0,0.293616122,0,-0.232568039,0,1.225443598,0,0,0,2,6,0.584310047,0,-0.584310047,0,1.225443598,0,0,0
Qwen3.5-35B-A3B,2,11,0,1,11,FALSE,-1_0_1,0.166666667,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.833333333,0,3,1,0.138888889,0,-0.138888889,0,0.833333333,0,0,0
Qwen3.5-35B-A3B,2,12,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,2,13,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0
Qwen3.5-35B-A3B,2,14,0,9,11,FALSE,0_1,0.666666667,0.166666667,0,-0.193806699,0,0.166666667,0,0,0,0.305728776,0,-1.412037037,0,0.2312689,0,-0.482253086,0,0.678413962,0,0,0,0.166666667,0,0,0,3,5,0.28590194,0,-0.348016137,0,0.678413962,0,0,0
Qwen3.5-35B-A3B,2,15,0,8,11,FALSE,0_1,0.166666667,0.046513608,0,0,0,0.046513608,0,0,0,0,0,-0.232568039,0,0.046513608,0,0,0,0.046513608,0,0,0,0.046513608,0,0,0,3,6,0.03876134,0,-0.03876134,0,0.046513608,0,0,0
Qwen3.5-35B-A3B,2,16,0,5,11,FALSE,0_1,0.166666667,0.080375514,0,0,0,0.080375514,0,0,0,0.080375514,0,0,0,0,0,-0.401877572,0,0.080375514,0,0,0,0.080375514,0,0,0,4,1,0.066979595,0,-0.066979595,0,0.080375514,0,0,0
Qwen3.5-35B-A3B,2,17,0,7,11,FALSE,-1_0_1,0.166666667,0,0,-0.279081647,0,0.279081647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.046513608,0,-0.046513608,0,0.279081647,0,0,0
Qwen3.5-35B-A3B,2,18,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0
